ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
7296073108108.0,ויטה פרי גליל ,שופרסל,לקט ירקות מעורבים קפואים 800 גרם שופרסל,ברקודים חדשים,,Vegetables
7296073108122.0,ויטה פרי גליל ,שופרסל,לקט סיני שופרסל 800 גרם,ברקודים חדשים,,Groceries
7296073108122.0,ויטה פרי גליל ,שופרסל,לקט סיני קפוא 800 גרם שופרסל,ברקודים חדשים,,Groceries
7296073108146.0,ויטה פרי גליל ,שופרסל,400תחתיות ארטישוק שופרסל,ברקודים חדשים,,Groceries
7296073108443.0,טחנות ישראליות ,שופרסל,"קמח מלא  1ק""ג",ברקודים חדשים,,Groceries
7296073109457.0,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולאות שוק.שופר300ג,ברקודים חדשים,,Groceries
7296073109457.0,ברמן,שופרסל,עוגיות ממולאות בטעם שוקולד 300 גרם שופרסל,ברקודים חדשים,,Bakery
7296073109464.0,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולאות תות שופר300ג,ברקודים חדשים,,Fruits
7296073109464.0,ברמן,שופרסל,עוגיות ממולאות בטעם תות 300 גרם שופרסל,ברקודים חדשים,,Bakery
7296073117094.0,.P.L מ.סידס ובנו בעמ,שופרסל,300שוק.צ'יפס מריר שופרסל,ברקודים חדשים,,Groceries
7296073117865.0,"P.L קבוצת יבנה אגש""ח",שופרסל,טבעות זיתים מושחר 560 גר,ברקודים חדשים,,Groceries
7296073117872.0,"P.L קבוצת יבנה אגש""ח",שופרסל,560חרוזי זיתים מושחר שופ,ברקודים חדשים,,Groceries
7296073121589.0,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה אצבעות שומשום 330 גרם שופרסל,ברקודים חדשים,,Groceries
7296073123712.0,מיה מוצרי מזון,שופרסל,"תמצית רום שופרסל 50 מ""ל",ברקודים חדשים,,Groceries
7296073123729.0,מיה מוצרי מזון,שופרסל,"תמצית וניל שופרסל 50 מ""ל",ברקודים חדשים,,Groceries
7296073124160.0,מוצרי שום ותיבול דורות א,שופרסל,80 שום קפוא מגשית שופרסל,ברקודים חדשים,,Groceries
7296073124177.0,מוצרי שום ותיבול דורות א,שופרסל,200שום כתוש צנצנת שופרסל,ברקודים חדשים,,Groceries
7296073125303.0,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ 7-9 540גר,ברקודים חדשים,,Pantry
7296073125310.0,"P.L קבוצת יבנה אגש""ח",שופרסל,20%+מלפפונ.בחומץ7-9 560ג,ברקודים חדשים,,Pantry
7296073125327.0,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ10-12 540ג,ברקודים חדשים,,Pantry
7296073125334.0,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ13-17 540ג,ברקודים חדשים,,Pantry
7296073125341.0,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ18-25 540ג,ברקודים חדשים,,Pantry
7296073125358.0,כד בני דרום,שופרסל,20%+מלפפ.במלח7-9שופר560ג,ברקודים חדשים,,Groceries
7296073128175.0,שניב,שניב,טואלט יש 32,ברקודים חדשים,,Groceries
7296073128182.0,שניב,שניב,טואלט יש 48,ברקודים חדשים,,Groceries
7296073128199.0,שניב,שניב,מגבות יש 12,ברקודים חדשים,,Groceries
7296073132189.0,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולא תות שופרסל900ג,ברקודים חדשים,,Fruits
7296073132189.0,ברמן,שופרסל,עוגיות ממולאות בטעם תות 900 גרם שופרסל,ברקודים חדשים,,Bakery
7296073132196.0,.P.L ברמן שוקולד ועוגיות,שופרסל,900עוג.ממולא.שוקו שופרסל,ברקודים חדשים,,Groceries
7296073132196.0,ברמן,שופרסל,עוגיות ממולאות בטעם שוקולד 900 גרם שופרסל,ברקודים חדשים,,Bakery
7296073132806.0,"P.L קבוצת יבנה אגש""ח",שופרסל,חרוזי זיתים שופרסל560גרם,ברקודים חדשים,,Groceries
7296073134107.0,שניב,שניב,ממחטות יש חמישיה,ברקודים חדשים,,Groceries
7296073134121.0,שניב,שניב,טואלט חתוך יש עשיריה,ברקודים חדשים,,Groceries
7296073134152.0,שניב,שניב,מפיות יש 100,ברקודים חדשים,,Groceries
7296073140801.0,אחדות PL,שופרסל,חטיף חלווה וניל 100 גרם שופרסל,ברקודים חדשים,,Groceries
7296073151548.0,"P.L-חברת המלח בע""מ",שופרסל,מלח בישול גס שופרסל 1 קג,ברקודים חדשים,,Groceries
7296073151555.0,"P.L-חברת המלח בע""מ",שופרסל,מלח שולחן דק שופרסל 1 קג,ברקודים חדשים,,Groceries
7296073169239.0,P.L זנלכל בעמ,שופרסל,רוטב עגבניות לשקשוקה260ג,ברקודים חדשים,,Groceries
7296073169246.0,P.L זנלכל בעמ,שופרסל,רוטב עגבניות לפסטה260גרם,ברקודים חדשים,,Grains
7296073169253.0,P.L זנלכל בעמ,שופרסל,רוטב עגבניות עם שום260גר,ברקודים חדשים,,Groceries
7296073169260.0,P.L זנלכל בעמ,שופרסל,עגבנ.מרוסקות שופרסל260גר,ברקודים חדשים,,Groceries
7296073170853.0,"PL תפוגן בע""מ",שופרסל,צ'יפס קלאסי שופרסל 2.5קג,ברקודים חדשים,,Groceries
7296073170860.0,"PL תפוגן בע""מ",שופרסל,צ'יפס קלאסי שופרסל 1.5קג,ברקודים חדשים,,Groceries
7296073170877.0,"PL תפוגן בע""מ",שופרסל,1.5 צ'יפס אמריקאי שופרסל,ברקודים חדשים,,Groceries
7296073170884.0,"PL תפוגן בע""מ",שופרסל,סטייק צ'יפס שופרסל 1.5קג,ברקודים חדשים,,Groceries
7296073170891.0,"PL תפוגן בע""מ",שופרסל,צ'יפס זיגזג שופרסל 1.5קג,ברקודים חדשים,,Groceries
7296073173304.0,טחנות ישראליות ,שופרסל,"קמח לאפית לחם 1ק""ג",ברקודים חדשים,,Bakery
7296073173311.0,טחנות ישראליות ,שופרסל,"קמח מועשר  1ק""ג",ברקודים חדשים,,Groceries
7296073173335.0,טחנות ישראליות ,שופרסל,"קמח שיפון מלא 1ק""ג",ברקודים חדשים,,Groceries
7296073180876.0,PL ש.שוורץ,שופרסל,טלק ריחני שופרסל 200 גרם,ברקודים חדשים,,Groceries
7296073190615.0,פרח P.L.,שופרסל,מארז פריכיות אורז מלא 8*4 264 גרם שופרסל ,ברקודים חדשים,,Grains
7296073191445.0,PL גליל כימיקלים,שופרסל,ג'ל מסיר כתמים שופרסל3ל,ברקודים חדשים,,Beverages
7296073191452.0,PL גליל כימיקלים,שופרסל,"מסיר כתמים מרסס 750 מ""ל",ברקודים חדשים,,Beverages
7296073192596.0,ויטה פרי גליל ,שופרסל,לקט ירקות קפואים לחמין 800 גרם שופרסל,ברקודים חדשים,,Vegetables
7296073192619.0,ויטה פרי גליל ,שופרסל,לקט ירקות קפואים לקוסקוס 800 גרם שופרסל,ברקודים חדשים,,Grains
7296073192633.0,ויטה פרי גליל ,שופרסל,שעועית לבנה שופרסל 800גר,ברקודים חדשים,,Groceries
7296073192633.0,ויטה פרי גליל ,שופרסל,שעועית לבנה קפואה 800 גרם שופרסל,ברקודים חדשים,,Groceries
7296073192657.0,ויטה פרי גליל ,שופרסל,גרגרי חומוס שופרסל 800גר,ברקודים חדשים,,Groceries
7296073192657.0,ויטה פרי גליל ,שופרסל,גרגירי חומוס קפואים 800 גרם שופרסל,ברקודים חדשים,,Groceries
7296073195191.0,אחדות ביתר ,שופרסל,          500טחינה שומשום מלא גרין,ברקודים חדשים,,Pantry
7296073195207.0,אחדות ביתר ,שופרסל,          טחינה אורגנית גרין 500גר,ברקודים חדשים,,Pantry
7296073195252.0,פרח P.L.,שופרסל,פריכיות אורז אורגניות 100 גרם,ברקודים חדשים,,Grains
7296073195269.0,פרח P.L.,שופרסל,פריכיות אורז +קינואה אורגניות 100 גרם,ברקודים חדשים,,Grains
7296073199274.0,טחנות ישראליות ,שופרסל,"קמח חיטה מלאה אורגני  1ק""ג",ברקודים חדשים,,Groceries
7296073201427.0,חצר כנרת,חצר כנרת,"סילאן 350 גרם שופרסל מק""ט 34393697 קטיף",ברקודים חדשים,מסמן בפועל,Groceries
7296073201434.0,חצר כנרת,חצר כנרת,"סילאן 900 גרם שופרסל מק""ט 34392699 קטיף",ברקודים חדשים,מסמן בפועל,Groceries
7296073204879.0,"PL תפוגן בע""מ",שופרסל,שניצל תירס שופרסל 750גרם,ברקודים חדשים,,Meat
7296073204886.0,"PL תפוגן בע""מ",שופרסל,חטיפי תירס שופרסל 600גרם,ברקודים חדשים,,Groceries
7296073205081.0,מיטב תעשיות רטבים PL,שופרסל,מיונז אמיתי 500 גרם שופרסל,ברקודים חדשים,,Pantry
7296073205388.0,ויטה פרי גליל ,שופרסל,רסק עגבניות גרין 4*100גר,ברקודים חדשים,,Pantry
7296073205388.0,ויטה פרי גליל ,שופרסל,רסק עגבניות  אורגניות   100*4,ברקודים חדשים,V,Pantry
7296073205395.0,ויטה פרי גליל ,שופרסל,עגבנ.מרוסקות גרין2*300גר,ברקודים חדשים,,Groceries
7296073205395.0,ויטה פרי גליל ,שופרסל,עגבניות מרוסקות 300*2,ברקודים חדשים,V,Groceries
7296073205401.0,ויטה פרי גליל ,שופרסל,קטשופ אורגני גרין 750 גר,ברקודים חדשים,,Pantry
7296073205401.0,ויטה פרי גליל ,שופרסל,קשטופ אורגני 750 מל,ברקודים חדשים,,Groceries
7296073205975.0,PL ש.שוורץ,שופרסל,מסיר לק ללא אצטון 100 מל,ברקודים חדשים,,Groceries
7296073208624.0,חצר כנרת,חצר כנרת,סילאן בקבוק לחיץ 400 גרם שופרסל,ברקודים חדשים,מסמן בפועל,Groceries
7296073209928.0,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה שטוח עם מלח 300 גרם שופרסל,ברקודים חדשים,,Groceries
7296073209935.0,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה שטוח עם שומשום 300 גרם שופרסל,ברקודים חדשים,,Groceries
7296073212089.0,ויטה פרי גליל ,שופרסל,מרק פטריות שופרסל 400גרם,ברקודים חדשים,,Groceries
7296073212096.0,ויטה פרי גליל ,שופרסל,מרק עוף שופרסל 400 גרם,ברקודים חדשים,,Meat
7296073212119.0,ויטה פרי גליל ,שופרסל,מרק טעם עוף שופרסל400ג,ברקודים חדשים,,Meat
7296073212126.0,ויטה פרי גליל ,שופרסל,מרק בצל שופרסל 400 גרם,ברקודים חדשים,,Vegetables
7296073213949.0,PL גליל כימיקלים,שופרסל,ג'ל כביסה מרוכז שופרסל3ל,ברקודים חדשים,,Groceries
7296073215820.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום טחון בשקית 100גרם,ברקודים חדשים,,Groceries
7296073215844.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום טחון שופרסל 40 גר,ברקודים חדשים,,Groceries
7296073215851.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום במיכל גדול 100גרם,ברקודים חדשים,,Groceries
7296073215868.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום במיכל ענק 400 גרם,ברקודים חדשים,,Groceries
7296073215875.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073215882.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל 40 גרם,ברקודים חדשים,,Groceries
7296073215899.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל גדול100ג,ברקודים חדשים,,Groceries
7296073215905.0,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל ענק400ג,ברקודים חדשים,,Groceries
7296073215912.0,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073215929.0,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון במיכל 40 גרם,ברקודים חדשים,,Groceries
7296073215936.0,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון במיכל גדול80ג,ברקודים חדשים,,Groceries
7296073215943.0,א.ל.ייצור ושיווק תבלינים,שופרסל,אורגנו בשקית 20 גרם,ברקודים חדשים,,Groceries
7296073215967.0,א.ל.ייצור ושיווק תבלינים,שופרסל,שום גבישי בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073215974.0,א.ל.ייצור ושיווק תבלינים,שופרסל,שום גבישי במיכל גדול120ג,ברקודים חדשים,,Groceries
7296073215981.0,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת שום במיכל גדול90גרם,ברקודים חדשים,,Groceries
7296073215998.0,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת שום בשקית 50 גרם,ברקודים חדשים,,Groceries
7296073216001.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תבול גריל עוף100ג,ברקודים חדשים,,Meat
7296073216018.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול לזעתר 100 ג,ברקודים חדשים,,Groceries
7296073216025.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תער.תיבול לזעתר מיכל100ג,ברקודים חדשים,,Groceries
7296073216032.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת לגריל עוף 150 גרם,ברקודים חדשים,,Meat
7296073216049.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול על האש100ג,ברקודים חדשים,,Groceries
7296073216056.0,א.ל.ייצור ושיווק תבלינים,שופרסל,100תערובת תיבול לשווארמה,ברקודים חדשים,,Groceries
7296073216063.0,א.ל.ייצור ושיווק תבלינים,שופרסל,חוואג' למרק בשקית 100גרם,ברקודים חדשים,,Groceries
7296073216070.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פטרוזיליה בשקית 20 גרם,ברקודים חדשים,,Groceries
7296073216087.0,א.ל.ייצור ושיווק תבלינים,שופרסל,עלי דפנה בשקית 20 גרם,ברקודים חדשים,,Groceries
7296073216094.0,א.ל.ייצור ושיווק תבלינים,שופרסל,בהרט בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073216100.0,א.ל.ייצור ושיווק תבלינים,שופרסל,צ'ילי כתוש במיכל 25 גרם,ברקודים חדשים,,Groceries
7296073216117.0,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת קרי בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073216124.0,א.ל.ייצור ושיווק תבלינים,שופרסל,בזיליקום בשקית 30 גרם,ברקודים חדשים,,Groceries
7296073216131.0,א.ל.ייצור ושיווק תבלינים,שופרסל,טימין במיכל 20 גרם,ברקודים חדשים,,Groceries
7296073216148.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון בשקית100ג,ברקודים חדשים,,Groceries
7296073216155.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון במיכל40ג,ברקודים חדשים,,Groceries
7296073216162.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון במיכל100ג,ברקודים חדשים,,Groceries
7296073216186.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס במיכל40ג,ברקודים חדשים,,Groceries
7296073216193.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס במיכל90ג,ברקודים חדשים,,Groceries
7296073216209.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור שלם במיכל35גרם,ברקודים חדשים,,Groceries
7296073216216.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל לבן טחון במיכל40גרם,ברקודים חדשים,,Groceries
7296073216223.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה בשקית80גרם,ברקודים חדשים,,Groceries
7296073216230.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה במיכל 40גרם,ברקודים חדשים,,Groceries
7296073216247.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מיכל 100ג,ברקודים חדשים,,Groceries
7296073216254.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מיכל 400גרם,ברקודים חדשים,,Groceries
7296073216261.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מרוקאית80ג,ברקודים חדשים,,Groceries
7296073216278.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מרוקאית מתוקה90ג,ברקודים חדשים,,Groceries
7296073216285.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מרוקאית400ג,ברקודים חדשים,,Groceries
7296073216292.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה חריפה בשקית80גרם,ברקודים חדשים,,Groceries
7296073216308.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה חריפה מיכל 100 גר,ברקודים חדשים,,Groceries
7296073216315.0,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון בשקית 100 גרם,ברקודים חדשים,,Groceries
7296073216322.0,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון מיכל גדול170ג,ברקודים חדשים,,Groceries
7296073216339.0,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון מיכל ענק 700ג,ברקודים חדשים,,Groceries
7296073218159.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול לקציצות100ג,ברקודים חדשים,,Groceries
7296073218166.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל אנגלי שלם במיכל25ג,ברקודים חדשים,,Groceries
7296073218173.0,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול גריל דג100ג,ברקודים חדשים,,Groceries
7296073219088.0,מיטב תעשיות רטבים PL,שופרסל,"מיונז אמיתי 1 ק""ג שופרסל",ברקודים חדשים,,Pantry
7296073219101.0,PL גליל כימיקלים,שופרסל,"אבקת כביסה שופרסל 7 ק""ג",ברקודים חדשים,,Groceries
7296073219118.0,PL גליל כימיקלים,שופרסל,אבקת כביסה שופרסל 2.5 קג,ברקודים חדשים,,Groceries
7296073219675.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס שקית80ג,ברקודים חדשים,,Groceries
7296073219880.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פודינג שוקולד שופרסל95ג,ברקודים חדשים,,Groceries
7296073219897.0,א.ל.ייצור ושיווק תבלינים,שופרסל,פודינג וניל שופרסל 80 גר,ברקודים חדשים,,Groceries
7296073220008.0,ביסקול,מפיץ שטראוס,שופרסל סוכרלוז 100 שקיות (כחול),ברקודים חדשים,מסמן בפועל,Kitchen
7296073220275.0,מנעמים ,שופרסל,ופלים בטעם שוקולד 500 גרם שופרסל,ברקודים חדשים,,Groceries
7296073220282.0,מנעמים ,שופרסל,ופלים בטעם לימון 500 גרם שופרסל,ברקודים חדשים,,Groceries
7296073221791.0,מנעמים ,שופרסל,ופלים בטעם אגוזים 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073224365.0,א.ל.ייצור ושיווק תבלינים,שופרסל,"קמח שמרים שופרסל 1 ק""ג",ברקודים חדשים,,Groceries
7296073224563.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,טחינה אמיתית 400 גרם שופרסל,ברקודים חדשים,,Pantry
7296073224570.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חומוס אסלי 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073224587.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,כרוב במיונז 400 גרם שופרסל,ברקודים חדשים,,Pantry
7296073224594.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל במיונז 400 גרם שופרסל,ברקודים חדשים,,Pantry
7296073224600.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חומוס 1 קילו שופרסל,ברקודים חדשים,,Groceries
7296073224662.0,"""לולי חוות גבעות עולם בע",שופרסל,M 12ביצים חופש אורגניות,ברקודים חדשים,,Groceries
7296073224679.0,"""לולי חוות גבעות עולם בע",שופרסל,L 12ביצים חופש אורגני,ברקודים חדשים,,Groceries
7296073224792.0,PL גליל כימיקלים,שופרסל,ג'ל כביסה 12 קפסולות,ברקודים חדשים,,Groceries
7296073224808.0,PL גליל כימיקלים,שופרסל,ג'ל כביסה 22 קפסולות,ברקודים חדשים,,Groceries
7296073224815.0,PL גליל כימיקלים,שופרסל,מרכך מרוכז כחול 1ליטר,ברקודים חדשים,,Bathroom
7296073224822.0,PL גליל כימיקלים,שופרסל,מרכך מרוכז ורוד 1ליטר,ברקודים חדשים,,Bathroom
7296073224839.0,PL גליל כימיקלים,שופרסל,מרכך מרוכז לבן 1ליטר,ברקודים חדשים,,Bathroom
7296073224846.0,PL גליל כימיקלים,שופרסל,מרכך מרוכז סגול 1ליטר,ברקודים חדשים,,Bathroom
7296073225072.0,מאפיית ש.א אנגל PL,שופרסל,לחמניות,ברקודים חדשים,,Groceries
7296073225560.0,מנעמים ,שופרסל,ופלים בטעם שוקולד ללא תוספת סוכר 200 גרם שופרסל,ברקודים חדשים,,Groceries
7296073225560.0,מנעמים ,שופרסל,וופל שוקולד ללא תוספת סוכר,ברקודים חדשים,,Groceries
7296073225744.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל על האש 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073225751.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל בטחינה 400 גרם שופרסל,ברקודים חדשים,,Pantry
7296073225768.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,מטבוחה אמיתית 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073225775.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,רצועות סלק 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073226291.0,PL די.פי.אל,שופרסל,54 חיתולים  שלב3 שופרסל,ברקודים חדשים,V,Groceries
7296073226307.0,PL די.פי.אל,שופרסל,46 חיתולים  שלב4 שופרסל,ברקודים חדשים,V,Groceries
7296073226314.0,PL די.פי.אל,שופרסל,40 חיתולים שלב4+ שופרסל,ברקודים חדשים,V,Groceries
7296073226321.0,PL די.פי.אל,שופרסל,36 חיתולים שלב5 שופרסל,ברקודים חדשים,V,Groceries
7296073226338.0,PL די.פי.אל,שופרסל,30 חיתולים שלב6 שופרסל,ברקודים חדשים,V,Groceries
7296073226543.0,א.ל.ייצור ושיווק תבלינים,שופרסל,אורגנו שופרסל 40 גרם,ברקודים חדשים,,Groceries
7296073226963.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם גרגרים 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073226970.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם טחינה 400 גרם שופרסל,ברקודים חדשים,,Pantry
7296073226987.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם מסבחה 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073226994.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם חריף 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073229650.0,מיטב תעשיות רטבים PL,שופרסל,סירופ בטעם שוקולד 600 גרם שופרסל,ברקודים חדשים,,Groceries
7296073229667.0,מיטב תעשיות רטבים PL,שופרסל,סירופ בטעם מייפל 600 גרם שופרסל,ברקודים חדשים,,Groceries
7296073229681.0,"""לולי חוות גבעות עולם בע",שופרסל,3אומגה+M12ביצים אורגניות,ברקודים חדשים,,Groceries
7296073229698.0,"""לולי חוות גבעות עולם בע",שופרסל,3אומגה+L.12ביצים אורגנ,ברקודים חדשים,,Groceries
7296073230021.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות כחול 2 ליטר,ברקודים חדשים,,Groceries
7296073230038.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות ורוד 2 ליטר,ברקודים חדשים,,Groceries
7296073230045.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות סגול 2 ליטר,ברקודים חדשים,,Groceries
7296073230052.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות דוחה חרקים2ל,ברקודים חדשים,,Groceries
7296073230069.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות פרקט 2 ליטר,ברקודים חדשים,,Groceries
7296073230076.0,"PL קליר כימיקליים בע""מ",שופרסל,מנקה רצפות שיש וקרמיקה2ל,ברקודים חדשים,,Groceries
7296073230090.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,חומוס אסלי 9% שומן 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073230106.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט תפוחי אדמה 400 גרם שופרסל,ברקודים חדשים,,Fruits
7296073230656.0,שניב,שניב,מגבות שופרסל 6 מהדורת קיץ,ברקודים חדשים,,Groceries
7296073230656.0,"PL שניב בע""מ",שופרסל,.מגבות נייר שופרסל 6 גל,ברקודים חדשים,V,Kitchen
7296073230663.0,שניב,שניב,מגבות שופרסל 8,ברקודים חדשים,,Groceries
7296073230663.0,"PL שניב בע""מ",שופרסל,.מגבות נייר שופרסל 8 גל,ברקודים חדשים,V,Kitchen
7296073230700.0,"PL קליר כימיקליים בע""מ",שופרסל,אקונומיקה מבושמת 4 ליטר,ברקודים חדשים,,Groceries
7296073230724.0,"PL קליר כימיקליים בע""מ",שופרסל,אקונומיקה 4 ליטר,ברקודים חדשים,,Groceries
7296073230731.0,"PL קליר כימיקליים בע""מ",שופרסל,נוזל כלים 24% תפוח 750מל,ברקודים חדשים,,Kitchen
7296073230816.0,"PL קליר כימיקליים בע""מ",שופרסל,נוזל לכלים 24% לימון750מ,ברקודים חדשים,,Kitchen
7296073230823.0,PL ש.שוורץ,שופרסל,"מסיר לק שופרסל 150 מ""ל",ברקודים חדשים,,Groceries
7296073230885.0,מנעמים ,שופרסל,גלילי ופל במילוי קרם בטעם אגוזים 100 גרם שופרסל,ברקודים חדשים,,Groceries
7296073231271.0,PL גליל כימיקלים,שופרסל,מרכ.כביסה ורוד שופרסל 4ל,ברקודים חדשים,,Groceries
7296073231288.0,PL גליל כימיקלים,שופרסל,מרכך כביסה סגול 4 ליטר,ברקודים חדשים,,Bathroom
7296073231295.0,PL גליל כימיקלים,שופרסל,מרכ.כביסה כחול שופרסל 4ל,ברקודים חדשים,,Groceries
7296073231455.0,מנעמים ,שופרסל,גביעי גלידה ללא תוספת סוכר,ברקודים חדשים,,Groceries
7296073231547.0,מחלבות רמת הגולן,שופרסל,חלב 1 ליטר 1% שופרסל בקרטון,ברקודים חדשים,,Dairy
7296073231554.0,מחלבות רמת הגולן,שופרסל,חלב 1 ליטר 3% שופרסל בקרטון,ברקודים חדשים,,Dairy
7296073231561.0,מחלבות רמת הגולן,שופרסל,שמנת שופרסל בקרטון עם פקק 38%,ברקודים חדשים,,Dairy
7296073231578.0,מחלבות רמת הגולן,שופרסל,שוקו 1 ליטר 2% שופרסל בקרטון,ברקודים חדשים,,Groceries
7296073232377.0,מחלבות רמת הגולן,שופרסל,חלב נטול לקטוז 1% 1 ליטר,ברקודים חדשים,,Dairy
7296073232384.0,מחלבות רמת הגולן,שופרסל,שוקו נטול לקטוז  1 ליטר,ברקודים חדשים,,Groceries
7296073232438.0,מחלבות רמת הגולן,שופרסל,משקה חלב מועשר 1% שופרסל,ברקודים חדשים,,Dairy
7296073232445.0,מחלבות רמת הגולן,שופרסל,משקה חלב מעושר 3% שופרסל,ברקודים חדשים,,Dairy
7296073235613.0,חצר כנרת,חצר כנרת,מלית תמרים בגביע 450 גרם שופרסל,ברקודים חדשים,מסמן בפועל,Fruits
7296073235750.0,"PL קליר כימיקליים בע""מ",שופרסל,נוזל לניקוי חלונות 750מל,ברקודים חדשים,,Groceries
